duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
2.918,tcp,http,SF,384,12308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.007,0.0,0.0,0.0,0.87,0.128,0.026,117,155,0.857,0.14,0.018,0.034,0.0,0.0,0.0,0.0,normal
0.901,tcp,http,SF,194,2926,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.855,0.081,0.025,54,149,0.982,0.12,0.141,0.021,0.0,0.0,0.0,0.0,normal
0.027,udp,dns,SF,58,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0.0,0.0,0.0,0.0,0.907,0.125,0.024,218,143,0.986,0.121,0.14,0.044,0.0,0.0,0.0,0.0,normal
1.407,tcp,smtp,SF,693,1077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0.0,0.0,0.0,0.0,0.951,0.132,0.073,151,117,0.908,0.107,0.059,0.009,0.0,0.0,0.0,0.0,normal
2.31,tcp,http,SF,372,1114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.957,0.04,0.013,252,152,0.981,0.179,0.046,0.027,0.0,0.0,0.0,0.0,normal
1.31,tcp,http,SF,155,3930,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.002,0.0,0.0,0.858,0.1,0.055,119,85,0.843,0.172,0.14,0.01,0.0,0.0,0.0,0.0,normal
0.53,tcp,http,SF,478,4802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0.031,0.0,0.0,0.0,0.936,0.01,0.052,186,236,0.891,0.095,0.105,0.078,0.0,0.0,0.0,0.0,normal
6.793,tcp,smtp,SF,945,937,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0.0,0.0,0.0,0.0,0.999,0.092,0.043,41,156,0.934,0.099,0.099,0.071,0.0,0.0,0.0,0.0,normal
0.026,udp,dns,SF,57,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0.0,0.005,0.0,0.0,0.924,0.04,0.032,215,164,0.886,0.098,0.15,0.012,0.0,0.0,0.0,0.0,normal
0.841,tcp,smtp,SF,845,916,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0.0,0.067,0.0,0.0,0.935,0.087,0.082,77,106,0.884,0.17,0.074,0.074,0.0,0.0,0.0,0.0,normal
3.452,tcp,http,SF,364,2315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.865,0.135,0.089,95,162,0.879,0.178,0.073,0.019,0.0,0.0,0.0,0.0,normal
46.441,tcp,ssh,SF,3246,5189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.009,0.0,0.0,0.938,0.144,0.028,157,111,0.933,0.183,0.119,0.064,0.0,0.0,0.0,0.0,normal
3.927,tcp,http,SF,181,9579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0.002,0.0,0.0,0.0,0.938,0.088,0.006,211,114,0.861,0.095,0.143,0.079,0.0,0.0,0.0,0.0,normal
0.921,tcp,http,SF,244,3807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0.002,0.0,0.0,0.0,0.856,0.052,0.013,166,57,0.974,0.199,0.121,0.023,0.0,0.0,0.0,0.0,normal
15.709,tcp,ssh,SF,3829,3226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.887,0.076,0.093,96,77,0.97,0.1,0.063,0.066,0.0,0.0,0.0,0.0,normal
0.55,tcp,http,SF,277,1120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.021,0.0,0.0,0.884,0.071,0.018,251,113,0.879,0.193,0.081,0.07,0.0,0.0,0.0,0.0,normal
0.635,tcp,smtp,SF,1424,696,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,0.86,0.087,0.05,173,35,0.979,0.135,0.074,0.054,0.0,0.0,0.0,0.0,normal
0.097,udp,dns,SF,102,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.0,0.0,0.0,0.0,0.971,0.004,0.034,247,84,0.945,0.133,0.124,0.055,0.0,0.0,0.0,0.0,normal
0.462,tcp,http,SF,387,3150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.151,0.0,0.0,0.0,0.934,0.045,0.061,48,195,0.979,0.099,0.045,0.008,0.0,0.0,0.0,0.0,normal
0.182,udp,dns,SF,56,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.0,0.007,0.0,0.0,0.983,0.082,0.025,225,189,0.951,0.103,0.014,0.041,0.0,0.0,0.0,0.0,normal
1.711,tcp,smtp,SF,658,929,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.002,0.0,0.0,0.0,0.886,0.133,0.002,106,181,0.951,0.067,0.039,0.016,0.0,0.0,0.0,0.0,normal
4.82,tcp,http,SF,415,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0.008,0.0,0.0,0.0,0.87,0.063,0.092,198,62,0.895,0.013,0.045,0.037,0.0,0.0,0.0,0.0,normal
1.622,tcp,http,SF,258,82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0.012,0.0,0.0,0.0,0.9,0.036,0.026,185,95,0.894,0.151,0.03,0.071,0.0,0.0,0.0,0.0,normal
3.574,tcp,http,SF,463,3103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,2,0.0,0.0,0.0,0.0,0.923,0.097,0.034,40,100,0.821,0.155,0.036,0.043,0.0,0.0,0.0,0.0,normal
0.095,udp,dns,SF,78,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.857,0.05,0.04,131,36,0.927,0.029,0.12,0.059,0.0,0.0,0.0,0.0,normal
1.037,tcp,http,SF,273,5060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.002,0.0,0.0,0.924,0.141,0.071,117,230,0.951,0.132,0.084,0.058,0.0,0.0,0.0,0.0,normal
0.026,udp,dns,SF,48,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.0,0.0,0.953,0.079,0.082,191,89,0.874,0.041,0.038,0.014,0.0,0.0,0.0,0.0,normal
0.93,tcp,http,SF,327,902,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,0.0,0.044,0.0,0.0,0.863,0.04,0.056,70,233,0.974,0.061,0.055,0.031,0.0,0.0,0.0,0.0,normal
0.028,udp,dns,SF,76,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.944,0.079,0.0,68,197,0.885,0.11,0.101,0.005,0.0,0.0,0.0,0.0,normal
1.053,tcp,http,SF,518,506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.973,0.046,0.024,64,253,0.964,0.185,0.003,0.06,0.0,0.0,0.0,0.0,normal
2.349,tcp,http,SF,258,9781,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,0.044,0.001,0.0,0.0,0.995,0.03,0.041,46,141,0.849,0.08,0.008,0.004,0.0,0.0,0.0,0.0,normal
7.309,tcp,smtp,SF,1022,812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0.141,0.0,0.0,0.0,0.914,0.005,0.057,127,163,0.801,0.103,0.142,0.04,0.0,0.0,0.0,0.0,normal
5.052,tcp,http,SF,220,1362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,0.984,0.015,0.049,225,203,0.974,0.139,0.04,0.012,0.0,0.0,0.0,0.0,normal
0.317,tcp,other,SF,183,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.904,0.022,0.099,204,106,0.891,0.019,0.101,0.028,0.0,0.0,0.0,0.0,normal
0.006,udp,dns,SF,55,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.006,0.0,0.0,0.0,0.903,0.112,0.015,30,226,0.893,0.158,0.051,0.036,0.0,0.0,0.0,0.0,normal
0.174,udp,dns,SF,56,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.003,0.0,0.0,0.921,0.148,0.006,182,76,0.904,0.027,0.053,0.052,0.0,0.0,0.0,0.0,normal
2.339,tcp,http,SF,308,2766,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.088,0.042,0.0,0.0,0.995,0.07,0.081,81,37,0.94,0.198,0.001,0.026,0.0,0.0,0.0,0.0,normal
0.034,udp,dns,SF,86,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.003,0.001,0.0,0.0,0.988,0.064,0.054,76,233,0.86,0.145,0.087,0.041,0.0,0.0,0.0,0.0,normal
5.048,tcp,http,SF,275,191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.0,0.0,0.0,0.991,0.079,0.08,64,33,0.913,0.071,0.109,0.088,0.0,0.0,0.0,0.0,normal
3.893,tcp,http,SF,358,1784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.009,0.005,0.0,0.0,0.879,0.065,0.019,177,15,0.891,0.066,0.014,0.087,0.0,0.0,0.0,0.0,normal
0.009,udp,dns,SF,65,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.008,0.0,0.0,0.0,0.939,0.071,0.049,25,254,0.806,0.032,0.13,0.053,0.0,0.0,0.0,0.0,normal
7.497,tcp,http,SF,229,132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.85,0.149,0.027,154,74,0.86,0.192,0.126,0.064,0.0,0.0,0.0,0.0,normal
0.854,tcp,http,SF,503,1691,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.003,0.0,0.0,0.872,0.039,0.08,100,206,0.834,0.076,0.021,0.047,0.0,0.0,0.0,0.0,normal
3.796,tcp,smtp,SF,678,1127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,0.0,0.0,0.0,0.0,0.894,0.019,0.083,199,228,0.86,0.11,0.118,0.002,0.0,0.0,0.0,0.0,normal
0.28,udp,dns,SF,49,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.001,0.0,0.0,0.0,0.874,0.038,0.092,122,211,0.994,0.149,0.137,0.036,0.0,0.0,0.0,0.0,normal
3.472,tcp,http,SF,372,2116,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0.021,0.0,0.0,0.0,0.862,0.044,0.001,86,189,0.92,0.102,0.148,0.048,0.0,0.0,0.0,0.0,normal
6.347,tcp,http,SF,406,2377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,0.0,0.0,0.0,0.0,0.898,0.081,0.048,72,42,0.856,0.111,0.125,0.006,0.0,0.0,0.0,0.0,normal
0.059,tcp,http,SF,247,1986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0.098,0.0,0.0,0.0,0.907,0.073,0.002,109,11,0.881,0.03,0.119,0.095,0.0,0.0,0.0,0.0,normal
0.094,udp,dns,SF,88,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0.0,0.171,0.0,0.0,0.943,0.048,0.025,69,143,0.908,0.108,0.044,0.016,0.0,0.0,0.0,0.0,normal
0.182,tcp,http,SF,259,475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0.113,0.0,0.0,0.0,0.949,0.071,0.051,75,139,0.875,0.017,0.024,0.072,0.0,0.0,0.0,0.0,normal
337.357,tcp,ssh,SF,2428,2474,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.038,0.009,0.0,0.0,0.918,0.004,0.028,173,105,0.911,0.132,0.148,0.051,0.0,0.0,0.0,0.0,normal
6.495,tcp,http,SF,510,1666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0.0,0.001,0.0,0.0,0.979,0.109,0.05,227,211,0.973,0.075,0.022,0.012,0.0,0.0,0.0,0.0,normal
2.282,tcp,http,SF,402,295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,0.0,0.0,0.0,0.0,0.872,0.093,0.096,171,16,0.845,0.175,0.01,0.001,0.0,0.0,0.0,0.0,normal
0.916,tcp,http,SF,338,591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0.028,0.014,0.0,0.0,0.938,0.132,0.034,53,55,0.974,0.096,0.087,0.016,0.0,0.0,0.0,0.0,normal
1.22,tcp,http,SF,359,156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,0.988,0.098,0.078,218,142,0.834,0.03,0.115,0.043,0.0,0.0,0.0,0.0,normal
2.896,tcp,http,SF,254,5879,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0.013,0.0,0.0,0.0,0.86,0.142,0.053,157,118,0.825,0.014,0.082,0.06,0.0,0.0,0.0,0.0,normal
4.92,tcp,http,SF,301,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0.005,0.005,0.0,0.0,0.878,0.112,0.02,148,29,0.835,0.166,0.052,0.053,0.0,0.0,0.0,0.0,normal
0.412,tcp,http,SF,518,183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0.025,0.0,0.0,0.0,0.868,0.006,0.042,228,121,0.989,0.151,0.09,0.021,0.0,0.0,0.0,0.0,normal
4.097,tcp,http,SF,222,3788,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0.0,0.011,0.0,0.0,0.981,0.074,0.079,30,25,0.942,0.017,0.004,0.05,0.0,0.0,0.0,0.0,normal
0.219,tcp,http,SF,462,2834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.0,0.0,0.0,0.875,0.108,0.024,72,54,0.868,0.159,0.111,0.048,0.0,0.0,0.0,0.0,normal
0.867,tcp,http,SF,368,2719,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0.001,0.0,0.0,0.0,0.95,0.073,0.094,169,210,0.947,0.087,0.074,0.026,0.0,0.0,0.0,0.0,normal
209.15,tcp,ssh,SF,2383,6282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.001,0.0,0.0,0.862,0.079,0.017,55,54,0.922,0.134,0.091,0.092,0.0,0.0,0.0,0.0,normal
1.459,tcp,http,SF,518,15447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0.0,0.021,0.0,0.0,0.979,0.15,0.005,24,25,0.811,0.092,0.118,0.009,0.0,0.0,0.0,0.0,normal
1.441,tcp,http,SF,265,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,0.888,0.128,0.059,60,53,0.884,0.036,0.069,0.008,0.0,0.0,0.0,0.0,normal
1.834,tcp,http,SF,241,940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.0,0.001,0.0,0.0,0.88,0.077,0.092,126,26,0.846,0.053,0.091,0.095,0.0,0.0,0.0,0.0,normal
177.907,tcp,ssh,SF,1640,3853,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0.0,0.008,0.0,0.0,0.913,0.142,0.012,80,38,0.887,0.117,0.076,0.095,0.0,0.0,0.0,0.0,normal
6.115,tcp,http,SF,273,6768,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0.001,0.0,0.0,0.0,0.869,0.047,0.044,172,34,0.968,0.073,0.101,0.064,0.0,0.0,0.0,0.0,normal
0.03,udp,dns,SF,102,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.067,0.0,0.0,0.996,0.026,0.027,78,216,0.911,0.045,0.1,0.037,0.0,0.0,0.0,0.0,normal
0.133,udp,dns,SF,95,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.014,0.0,0.0,0.933,0.133,0.066,242,155,0.962,0.061,0.067,0.069,0.0,0.0,0.0,0.0,normal
1.963,tcp,http,SF,409,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0.0,0.0,0.0,0.0,0.977,0.041,0.057,75,249,0.863,0.087,0.149,0.014,0.0,0.0,0.0,0.0,normal
0.046,udp,dns,SF,52,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,0.967,0.137,0.06,201,219,0.96,0.032,0.012,0.063,0.0,0.0,0.0,0.0,normal
0.045,udp,dns,SF,74,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.0,0.0,0.0,0.0,0.939,0.121,0.027,15,59,0.935,0.035,0.073,0.092,0.0,0.0,0.0,0.0,normal
0.123,tcp,other,SF,225,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0.001,0.001,0.0,0.0,0.882,0.146,0.043,240,235,0.869,0.058,0.116,0.062,0.0,0.0,0.0,0.0,normal
1.019,tcp,http,SF,235,4571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.001,0.0,0.0,0.852,0.07,0.041,116,243,0.837,0.005,0.095,0.063,0.0,0.0,0.0,0.0,normal
1.828,tcp,smtp,SF,620,1052,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0.004,0.026,0.0,0.0,0.904,0.039,0.059,214,191,0.899,0.179,0.058,0.038,0.0,0.0,0.0,0.0,normal
0.433,tcp,http,SF,250,387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,0.095,0.0,0.0,0.0,0.955,0.15,0.009,173,196,0.839,0.102,0.029,0.094,0.0,0.0,0.0,0.0,normal
1.753,tcp,smtp,SF,721,1547,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.916,0.094,0.036,120,249,0.939,0.116,0.075,0.049,0.0,0.0,0.0,0.0,normal
1.188,tcp,http,SF,245,4898,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2,0.0,0.0,0.0,0.0,0.982,0.074,0.039,142,72,0.999,0.121,0.126,0.098,0.0,0.0,0.0,0.0,normal
1.444,tcp,http,SF,365,4644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.887,0.003,0.01,249,186,0.896,0.147,0.04,0.044,0.0,0.0,0.0,0.0,normal
0.119,udp,dns,SF,54,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,0.875,0.089,0.045,123,29,0.815,0.171,0.014,0.027,0.0,0.0,0.0,0.0,normal
2.462,tcp,smtp,SF,1032,1317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0.0,0.0,0.0,0.0,0.973,0.115,0.09,206,102,0.87,0.047,0.016,0.048,0.0,0.0,0.0,0.0,normal
0.84,tcp,http,SF,109,290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0.008,0.025,0.0,0.0,0.988,0.033,0.068,69,208,0.819,0.187,0.144,0.073,0.0,0.0,0.0,0.0,normal
1.91,tcp,http,SF,222,2495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0.005,0.109,0.0,0.0,0.945,0.064,0.029,189,11,0.804,0.194,0.112,0.069,0.0,0.0,0.0,0.0,normal
5.605,tcp,http,SF,432,937,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,0.904,0.14,0.074,199,161,0.991,0.173,0.011,0.05,0.0,0.0,0.0,0.0,normal
1.606,tcp,http,SF,225,179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0.001,0.0,0.0,0.0,0.893,0.064,0.063,61,208,0.96,0.002,0.08,0.037,0.0,0.0,0.0,0.0,normal
11.278,tcp,smtp,SF,819,1326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.964,0.042,0.076,245,66,0.951,0.039,0.143,0.015,0.0,0.0,0.0,0.0,normal
4.131,tcp,smtp,SF,1173,729,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0.014,0.0,0.0,0.0,0.905,0.085,0.052,222,248,0.965,0.023,0.062,0.059,0.0,0.0,0.0,0.0,normal
0.062,udp,dns,SF,75,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.008,0.0,0.0,0.875,0.138,0.071,150,227,0.869,0.173,0.072,0.019,0.0,0.0,0.0,0.0,normal
19.663,tcp,ssh,SF,3006,2629,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0.001,0.0,0.0,0.0,0.99,0.031,0.078,159,153,0.881,0.092,0.062,0.083,0.0,0.0,0.0,0.0,normal
0.036,udp,dns,SF,92,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.898,0.144,0.0,66,213,0.852,0.04,0.133,0.03,0.0,0.0,0.0,0.0,normal
0.006,udp,dns,SF,51,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0.0,0.0,0.0,0.0,0.874,0.068,0.023,25,109,0.876,0.188,0.028,0.029,0.0,0.0,0.0,0.0,normal
3.626,tcp,http,SF,389,1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,0.0,0.872,0.093,0.014,46,200,0.839,0.129,0.087,0.043,0.0,0.0,0.0,0.0,normal
2.045,tcp,http,SF,810,3657,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0.002,0.0,0.0,0.0,0.919,0.126,0.016,89,109,0.853,0.01,0.051,0.072,0.0,0.0,0.0,0.0,normal
3.508,tcp,http,SF,272,1143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0.0,0.001,0.0,0.0,0.876,0.06,0.005,194,15,0.946,0.042,0.09,0.072,0.0,0.0,0.0,0.0,normal
0.268,tcp,http,SF,269,2621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,0.895,0.131,0.068,101,159,1.0,0.069,0.128,0.011,0.0,0.0,0.0,0.0,normal
0.009,udp,dns,SF,86,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.0,0.0,0.0,0.862,0.021,0.043,192,109,0.987,0.024,0.022,0.075,0.0,0.0,0.0,0.0,normal
0.275,tcp,http,SF,269,3447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0.078,0.0,0.0,0.0,0.921,0.028,0.026,21,110,0.904,0.185,0.014,0.08,0.0,0.0,0.0,0.0,normal
0.169,tcp,http,SF,220,6274,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0.004,0.001,0.0,0.0,0.941,0.056,0.096,183,29,0.962,0.052,0.091,0.098,0.0,0.0,0.0,0.0,normal
4.837,tcp,http,SF,228,7871,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0.001,0.001,0.0,0.0,0.861,0.043,0.01,55,107,0.801,0.157,0.065,0.053,0.0,0.0,0.0,0.0,normal
2.177,tcp,smtp,SF,697,1727,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.935,0.091,0.092,71,242,0.804,0.046,0.092,0.0,0.0,0.0,0.0,0.0,normal
1.029,tcp,http,SF,268,2292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,0.931,0.068,0.06,106,26,0.909,0.102,0.027,0.053,0.0,0.0,0.0,0.0,normal
0.045,udp,dns,SF,85,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.001,0.0,0.0,0.929,0.132,0.051,146,251,0.874,0.0,0.094,0.022,0.0,0.0,0.0,0.0,normal
1.1,tcp,http,SF,297,2992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.912,0.105,0.012,62,227,0.85,0.026,0.09,0.028,0.0,0.0,0.0,0.0,normal
0.987,tcp,http,SF,392,2404,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0.036,0.0,0.0,0.0,0.926,0.133,0.017,35,161,0.905,0.065,0.032,0.007,0.0,0.0,0.0,0.0,normal
0.836,tcp,other,REJ,296,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0.069,0.0,0.0,0.0,0.927,0.046,0.019,113,71,0.875,0.155,0.018,0.064,0.0,0.0,0.0,0.0,normal
0.081,tcp,http,SF,380,1575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0.011,0.0,0.0,0.0,0.877,0.146,0.066,104,155,0.944,0.151,0.062,0.058,0.0,0.0,0.0,0.0,normal
0.017,udp,dns,SF,64,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.003,0.0,0.0,0.0,0.908,0.06,0.002,37,99,0.879,0.119,0.072,0.017,0.0,0.0,0.0,0.0,normal
2.636,tcp,smtp,SF,936,1784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.006,0.02,0.0,0.0,0.895,0.044,0.017,123,171,0.916,0.123,0.078,0.022,0.0,0.0,0.0,0.0,normal
5.083,tcp,http,SF,354,419,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0.141,0.0,0.0,0.0,0.976,0.142,0.071,179,155,0.934,0.147,0.129,0.066,0.0,0.0,0.0,0.0,normal
33.699,tcp,ssh,SF,2626,6312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,0.003,0.0,0.0,0.0,0.975,0.12,0.036,195,82,0.816,0.151,0.074,0.034,0.0,0.0,0.0,0.0,normal
0.041,udp,dns,SF,67,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.0,0.0,0.0,0.0,0.864,0.091,0.069,75,56,0.95,0.02,0.116,0.07,0.0,0.0,0.0,0.0,normal
6.734,tcp,http,SF,229,8706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.932,0.001,0.067,52,216,0.833,0.169,0.102,0.01,0.0,0.0,0.0,0.0,normal
0.048,udp,dns,SF,51,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0.0,0.005,0.0,0.0,0.852,0.058,0.018,122,54,0.91,0.049,0.056,0.072,0.0,0.0,0.0,0.0,normal
